,,U.S. Census Bureau,,
,,Source: Business Formation Statistics,,
,,Total for All NAICS: U.S. Total,,
,,Seasonally Adjusted Business Applications [Units],,
,,Period: 2004 to 2025,,
,,"Data Extracted on: June 20, 2025 (12:41 pm)",,
,,,,
Period,Value,,,
Jan-2004,NA,,,
Feb-2004,NA,,,
Mar-2004,NA,,,
Apr-2004,NA,,,
May-2004,NA,,,
Jun-2004,NA,,,
Jul-2004,159034,,,
Aug-2004,191673,,,
Sep-2004,190868,,,
Oct-2004,190626,,,
Nov-2004,211251,,,
Dec-2004,193836,,,
Jan-2005,203534,,,
Feb-2005,204535,,,
Mar-2005,201700,,,
Apr-2005,203983,,,
May-2005,203401,,,
Jun-2005,209615,,,
Jul-2005,207448,,,
Aug-2005,204303,,,
Sep-2005,184171,,,
Oct-2005,230042,,,
Nov-2005,222495,,,
Dec-2005,234221,,,
Jan-2006,218466,,,
Feb-2006,225936,,,
Mar-2006,222573,,,
Apr-2006,223168,,,
May-2006,221849,,,
Jun-2006,217751,,,
Jul-2006,219666,,,
Aug-2006,218558,,,
Sep-2006,211803,,,
Oct-2006,206248,,,
Nov-2006,202280,,,
Dec-2006,247474,,,
Jan-2007,208770,,,
Feb-2007,217822,,,
Mar-2007,216126,,,
Apr-2007,214397,,,
May-2007,220440,,,
Jun-2007,221338,,,
Jul-2007,220866,,,
Aug-2007,218064,,,
Sep-2007,226061,,,
Oct-2007,232630,,,
Nov-2007,213484,,,
Dec-2007,245556,,,
Jan-2008,208848,,,
Feb-2008,210463,,,
Mar-2008,220328,,,
Apr-2008,219159,,,
May-2008,215730,,,
Jun-2008,210507,,,
Jul-2008,209704,,,
Aug-2008,222233,,,
Sep-2008,210480,,,
Oct-2008,204785,,,
Nov-2008,204519,,,
Dec-2008,187029,,,
Jan-2009,208348,,,
Feb-2009,195440,,,
Mar-2009,198658,,,
Apr-2009,198884,,,
May-2009,199777,,,
Jun-2009,202944,,,
Jul-2009,207224,,,
Aug-2009,201371,,,
Sep-2009,205856,,,
Oct-2009,203325,,,
Nov-2009,207656,,,
Dec-2009,201220,,,
Jan-2010,201825,,,
Feb-2010,202672,,,
Mar-2010,203410,,,
Apr-2010,206262,,,
May-2010,210824,,,
